id,author_id,created_at,lang,text,conversation_id,possibly_sensitive,reply_settings,geo_place_id,data_entities_hashtags_start,data_entities_hashtags_end,data_entities_hashtags_tag,data_entities_cashtags_start,data_entities_cashtags_end,data_entities_cashtags_tag,data_entities_annotations_start,data_entities_annotations_end,data_entities_annotations_probability,data_entities_annotations_type,data_entities_annotations_normalized_text,data_entities_urls_start,data_entities_urls_end,data_entities_urls_url,data_entities_urls_expanded_url,data_entities_urls_display_url,data_entities_urls_media_key,data_entities_mentions_start,data_entities_mentions_end,data_entities_mentions_username,data_referenced_tweets_type,data_referenced_tweets_id,data_edit_history_tweet_ids,data_public_metrics_retweet_count,data_public_metrics_reply_count,data_public_metrics_like_count,data_public_metrics_quote_count,data_edit_controls_edits_remaining,data_edit_controls_is_edit_eligible,data_edit_controls_editable_until,author_name,author_username,author_created_at,author_description,author_location,author_pinned_tweet_id,author_profile_image_url,author_url,author_verified,author_public_metrics_followers_count,author_public_metrics_following_count,author_public_metrics_tweet_count,author_public_metrics_listed_count,author_protected,media_key,media_type,media_url,media_public_metrics,media_duration_ms,media_height,media_alt_text,media_width,media_variants,media_preview_image_url,place_full_name,place_contained_within,place_country,place_country_code,place_name,place_place_type,place_geo_type,place_geo_bbox,place_geo_properties,media_public_metrics_view_count,media_variants_bit_rate,media_variants_content_type,media_variants_url,data_attachments_media_keys
1586855414775402497,903416576,2022-10-30 22:59:47,es,"RT @pcandalucia: La esperanza volvió a vencer al miedo.

Enhorabuena Lula! Enhorabuena #Brasil!

#LulaPresidente 🟥✊ https://t.co/GOxtHJsucW",1586855414775402497,False,everyone,,"[87, 97]","[94, 112]","['Brasil', 'LulaPresidente']",,,,"[69, 88, 98]","[72, 93, 111]","[0.9363, 0.9584, 0.9488]","['Person', 'Place', 'Person']","['Lula', 'Brasil', 'LulaPresidente']",[116],[139],['https://t.co/GOxtHJsucW'],['https://twitter.com/pcandalucia/status/1586854602825207808/photo/1'],['pic.twitter.com/GOxtHJsucW'],['3_1586854596323983361'],[3],[15],['pcandalucia'],['retweeted'],['1586854602825207808'],['1586855414775402497'],12,0,0,0,5,False,2022-10-30T23:29:47.000Z,alexandra ruiz 🔻🌻,alexruilla,2012-10-25T07:33:19,Mamá de Chloe 💜 Periodista. Aprendiz de feminista.,,,https://pbs.twimg.com/profile_images/1440427326039154695/Ct_-l5pi_normal.jpg,,False,324,648,1040,2,False,3_1586854596323983361,photo,https://pbs.twimg.com/media/FgWj2QwWQAEuvO5.jpg,,,,,750.0,,,,,,,,,,,,,[],[],[],
1586855413923958786,941716288522637312,2022-10-30 22:59:47,pt,RT @dilmabr: Para o Brasil ser feliz de novo! #Lula13 https://t.co/aBIDfYOz7y,1586855413923958786,False,everyone,,[46],[53],['Lula13'],,,,"[20, 47]","[25, 52]","[0.9636, 0.8026]","['Place', 'Person']","['Brasil', 'Lula13']",[54],[77],['https://t.co/aBIDfYOz7y'],['https://twitter.com/dilmabr/status/1586793152307929089/photo/1'],['pic.twitter.com/aBIDfYOz7y'],['3_1586793147476082691'],[3],[11],['dilmabr'],['retweeted'],['1586793152307929089'],['1586855413923958786'],16162,0,0,0,5,False,2022-10-30T23:29:47.000Z,j. ⚡,deathx_cutie,2017-12-15T17:07:14,#ᴡᴇᴅɴᴇsᴅᴀʏ  ❛ ele/dela ⚡,"─ 𖥻 𝙼𝚎𝚕𝚊𝚗𝚒𝚎 𝙼𝚊𝚛𝚝𝚒𝚗𝚎𝚣, 𝚉𝚘𝚎̈ 𝙺𝚛𝚊𝚟𝚒𝚝𝚣, 𝚃𝚘𝚖 𝙴𝚕𝚕𝚒𝚜, 𝚃𝚘𝚖 𝙷𝚘𝚕𝚕𝚊𝚗𝚍, 𝙺𝚒𝚝 𝙲𝚘𝚗𝚗𝚘𝚛 |𝚏𝚌",1472374844037685249,https://pbs.twimg.com/profile_images/1561452898227306496/aQ3x9bg__normal.jpg,https://t.co/8Bv98hbizQ,False,1605,2148,5443,1,False,3_1586793147476082691,photo,https://pbs.twimg.com/media/FgVr9d9WAAMOZZh.jpg,,,,,1440.0,,,,,,,,,,,,,[],[],[],
1586855412447559680,1289416898564829184,2022-10-30 22:59:47,es,"RT @GustavoBolivar: Con 98% escrutado 
Lula 59.257.473
Bolsonaro 57.396.440
Lula ya es inalcanzable. 
#LulaPresidente de Brasil.
Latinoamér…",1586855412447559680,False,everyone,,[102],[117],['LulaPresidente'],,,,"[39, 55, 76, 103, 121]","[42, 63, 79, 116, 126]","[0.9887, 0.9829, 0.9525, 0.9257, 0.8514]","['Person', 'Person', 'Person', 'Person', 'Place']","['Lula', 'Bolsonaro', 'Lula', 'LulaPresidente', 'Brasil']",,,,,,,[3],[18],['GustavoBolivar'],['retweeted'],['1586853588466388992'],['1586855412447559680'],1916,0,0,0,5,False,2022-10-30T23:29:47.000Z,sin barreras,NellyC85267376,2020-08-01T04:25:32,#ANTIURIBISTA 100%,,,https://pbs.twimg.com/profile_images/1570877452620111874/ppFJS72n_normal.jpg,,False,550,741,22258,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1586855412317536262,161742533,2022-10-30 22:59:47,es,"La emoción a flor de piel con lo qué pasa en Brasil!
La derecha fascista lo llevó hasta la cárcel pero siempre hay revancha cuando los sueños son colectivos!
Salú Brasil! #LulaPresidente",1586855412317536262,False,everyone,,[171],[186],['LulaPresidente'],,,,"[45, 163, 172]","[50, 168, 185]","[0.9806, 0.8538, 0.9215]","['Place', 'Place', 'Person']","['Brasil', 'Brasil', 'LulaPresidente']",,,,,,,,,,,,['1586855412317536262'],1,0,0,0,5,True,2022-10-30T23:29:47.000Z,Lu,Luciabula,2010-07-01T17:11:17,"Estudiante de economía, no  de contabilidad de economía.
Bolche.
#TeamInvierno",,,https://pbs.twimg.com/profile_images/1271166925847044097/eRgFCwDh_normal.jpg,,False,344,362,3839,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1586855412246188032,1434939895177433090,2022-10-30 22:59:47,pt,"que sabor ver a família tradicional espumando
#LulaPresidente",1586855412246188032,False,everyone,,[46],[61],['LulaPresidente'],,,,[47],[60],[0.9514],['Person'],['LulaPresidente'],,,,,,,,,,,,['1586855412246188032'],0,0,4,0,5,True,2022-10-30T23:29:47.000Z,winycies,winycies,2021-09-06T18:02:58,"arts, soap operad and terror movies","Colégio Quadrante, Rhodes Co. ",1490511652999024642,https://pbs.twimg.com/profile_images/1588371999113547776/1s_EoxjU_normal.jpg,,False,3184,3041,19208,0,False,,,,,,,,,,,,,,,,,,,,,,,,
1586855418223104001,1230121308073201665,2022-10-30 22:59:48,qme,"@tracklist #elonmusk #pssst #eleicao2022 #lulapresidente #lula #LulaPresidente20221️⃣3️⃣

https://t.co/ouBACHABVu",1586854968895610880,False,everyone,,"[11, 21, 28, 41, 57, 63]","[20, 27, 40, 56, 62, 88]","['elonmusk', 'pssst', 'eleicao2022', 'lulapresidente', 'lula', 'LulaPresidente20221️⃣3️⃣']",,,,,,,,,[90],[113],['https://t.co/ouBACHABVu'],['https://twitter.com/pkjoreo/status/1485966134914465795/video/1'],['pic.twitter.com/ouBACHABVu'],['7_1485965533778530310'],[0],[10],['tracklist'],['replied_to'],['1586854968895610880'],['1586855418223104001'],0,0,0,0,5,False,2022-10-30T23:29:48.000Z,͏ ͏ miɑ ⁷͏ ͏,jmcacto,2020-02-19T13:26:10,," ͏ ͏ ͏ ͏   ͏ ͏ ͏  ͏ ͏ ͏ ͏ ͏ ͏ ꒰  arch!ved  ꒱

͏ ͏ ͏  ͏  ࣪   little  fairy  park  jimin⠀ׅ
        ͏ ͏ ͏ ͏  𝓐 . ngel⠀𝗜𝘁  boy
͏ ͏ ⠀ ͏",1577634372383117313,https://pbs.twimg.com/profile_images/1587264336522842112/hPEM2m2-_normal.jpg,https://t.co/ZFrrXNQBGc,False,33675,29083,88697,84,False,7_1485965533778530310,video,,,,,,1080.0,,https://pbs.twimg.com/ext_tw_video_thumb/1485965533778530310/pu/img/Pf2jSR6-UFACbaIb.jpg,,,,,,,,,,122820.0,"[1280000, 432000, None, 832000]","['video/mp4', 'video/mp4', 'application/x-mpegURL', 'video/mp4']","['https://video.twimg.com/ext_tw_video/1485965533778530310/pu/vid/720x720/LcEtUmQ7hUcLysqU.mp4?tag=12', 'https://video.twimg.com/ext_tw_video/1485965533778530310/pu/vid/320x320/4x24MBhmr4U_5MEJ.mp4?tag=12', 'https://video.twimg.com/ext_tw_video/1485965533778530310/pu/pl/bwNxL3CpIt77t7xv.m3u8?tag=12&container=fmp4', 'https://video.twimg.com/ext_tw_video/1485965533778530310/pu/vid/540x540/uH45I78J_KvBiItn.mp4?tag=12']",
1586855417531060224,52936029,2022-10-30 22:59:48,qme,"#LulaPresidente1️⃣3️⃣ #LulaPresidente 

 https://t.co/PANtm5YWgj",1586855417531060224,False,everyone,,"[0, 22]","[21, 37]","['LulaPresidente1️⃣3️⃣', 'LulaPresidente']",,,,,,,,,[41],[64],['https://t.co/PANtm5YWgj'],['https://twitter.com/acervogeral/status/1584550479027019777/video/1'],['pic.twitter.com/PANtm5YWgj'],['7_1584550422039101440'],,,,,,['1586855417531060224'],0,0,0,0,5,True,2022-10-30T23:29:48.000Z,Michael,michaelss_,2009-07-02T02:14:32,"Como canta Brandão Flores: “Te desejo time, truth and hearts”","San Francisco, CA",1563992102735855616,https://pbs.twimg.com/profile_images/1587534239548964871/0-S-emxB_normal.jpg,,False,701,539,13593,4,False,7_1584550422039101440,video,,,,,,1052.0,,https://pbs.twimg.com/ext_tw_video_thumb/1584550422039101440/pu/img/1HKk5yddc6FfboG6.jpg,,,,,,,,,,1607799.0,"[832000, 256000, None, 2176000]","['video/mp4', 'video/mp4', 'application/x-mpegURL', 'video/mp4']","['https://video.twimg.com/ext_tw_video/1584550422039101440/pu/vid/504x360/eIkGDI8biWvObhGx.mp4?tag=12', 'https://video.twimg.com/ext_tw_video/1584550422039101440/pu/vid/378x270/F31nkIbW_OMchnqC.mp4?tag=12', 'https://video.twimg.com/ext_tw_video/1584550422039101440/pu/pl/62RiHVG_YcO_lbku.m3u8?tag=12&container=fmp4', 'https://video.twimg.com/ext_tw_video/1584550422039101440/pu/vid/1008x720/aDhdQ-VE7ptdAWo5.mp4?tag=12']",
1586855416885035008,1262966228,2022-10-30 22:59:48,es,"RT @GustavoBolivar: Con 98% escrutado 
Lula 59.257.473
Bolsonaro 57.396.440
Lula ya es inalcanzable. 
#LulaPresidente de Brasil.
Latinoamér…",1586855416885035008,False,everyone,,[102],[117],['LulaPresidente'],,,,"[39, 55, 76, 103, 121]","[42, 63, 79, 116, 126]","[0.9887, 0.9829, 0.9525, 0.9257, 0.8514]","['Person', 'Person', 'Person', 'Person', 'Place']","['Lula', 'Bolsonaro', 'Lula', 'LulaPresidente', 'Brasil']",,,,,,,[3],[18],['GustavoBolivar'],['retweeted'],['1586853588466388992'],['1586855416885035008'],1916,0,0,0,5,False,2022-10-30T23:29:48.000Z,Amparo Castro Echeverri,amparocastro61,2013-03-12T21:58:30,,,,https://pbs.twimg.com/profile_images/1197008631851626497/cQ5xbEAM_normal.jpg,,False,7667,7141,156033,6,False,,,,,,,,,,,,,,,,,,,,,,,,
1586855416448917504,1351168770031628292,2022-10-30 22:59:48,pt,"#LulaPresidente  #Eleicoes2022 
#ForaBolsonaro 
VAI TOMAR NO CU BOLSONARO 
O BEM VENCEU 
A ESPERANÇA VOLTOU https://t.co/Reop1Ek0ia",1586855416448917504,False,everyone,,"[0, 17, 32]","[15, 30, 46]","['LulaPresidente', 'Eleicoes2022', 'ForaBolsonaro']",,,,"[1, 33]","[14, 45]","[0.9228, 0.8069]","['Person', 'Person']","['LulaPresidente', 'ForaBolsonaro']","[108, 108]","[131, 131]","['https://t.co/Reop1Ek0ia', 'https://t.co/Reop1Ek0ia']","['https://twitter.com/NarfOrtsac/status/1586855416448917504/photo/1', 'https://twitter.com/NarfOrtsac/status/1586855416448917504/photo/1']","['pic.twitter.com/Reop1Ek0ia', 'pic.twitter.com/Reop1Ek0ia']","['3_1586855037074030594', '3_1586855060146888707']",,,,,,['1586855416448917504'],0,0,0,0,5,True,2022-10-30T23:29:48.000Z,🏳️‍🌈 #RenaissanceTour 🏳️‍🌈,NarfOrtsac,2021-01-18T14:05:27,"Aqui desde 2003, porém 
𝒮𝑒𝓃𝒹𝑜 𝒸𝒶𝓃𝒸𝑒𝓁𝒶𝒹𝑜 𝓅𝑜𝓇 𝓅𝑒𝓃𝓈𝒶𝓇 𝒹𝒾𝒻𝑒𝓇𝑒𝓃𝓉𝑒 pelo twitter 

36 ANOS
PERDIDO NA VIDA
BR / RN

🔺24/06/2018🔺",Não é da sua conta/BR,1469014053515407368,https://pbs.twimg.com/profile_images/1586914805197279233/pHsG10Jm_normal.jpg,,False,662,662,41151,0,False,3_1586855037074030594,photo,https://pbs.twimg.com/media/FgWkP6rWQAIvRtW.png,,,,,244.0,,,,,,,,,,,,,[],[],[],
1586855421276573696,4760302517,2022-10-30 22:59:49,und,#LulaPresidente!! https://t.co/1mBQt4Vl8l,1586855421276573696,False,everyone,,[0],[15],['LulaPresidente'],,,,,,,,,[18],[41],['https://t.co/1mBQt4Vl8l'],['https://twitter.com/NikischCarolina/status/1586855421276573696/photo/1'],['pic.twitter.com/1mBQt4Vl8l'],['3_1586855417593864192'],,,,,,['1586855421276573696'],0,0,1,0,5,True,2022-10-30T23:29:49.000Z,BAR-BI-JO,NikischCarolina,2016-01-10T02:59:51,"El caos es un orden por descifrar. La discapacidad, también.
Trust but verify.

¿ME SIGUEN EN @NikischCaro  por favor, por si caigo?",Nuestra Patria Grande,1100937648317890561,https://pbs.twimg.com/profile_images/1384726043035111425/GJYF49L1_normal.jpg,,False,2909,4992,44514,2,False,3_1586855417593864192,photo,https://pbs.twimg.com/media/FgWkmEOWIAAfjNc.jpg,,,,,1008.0,,,,,,,,,,,,,[],[],[],
